Step,Value
484,50.30860901
485,115.1743317
486,115.3378296
487,65.59741211
488,51.14588547
489,64.58045959
490,44.30648804
492,92.21813202
493,38.20014191
495,60.4929924
496,37.43196869
497,58.98252106
499,96.69095612
500,46.47346115
501,82.55744934
502,57.74033737
503,55.73707581
504,65.05126953
505,48.79639435
506,29.68137169
507,42.13465881
508,41.42737198
509,35.54738998
510,43.60876465
513,34.28178024
514,29.63006783
515,29.08721924
516,33.534729
518,45.39613724
519,47.87927246
520,55.83618927
522,49.89097977
524,45.67475128
526,24.02685547
527,66.27975464
528,49.06042099
529,355.6691895
530,87.01876068
532,111.5716782
533,63.93014145
534,80.23607635
535,117.6055145
536,42.07084656
537,42.5711937
538,87.35036469
539,71.75959778
544,31.92716217
546,37.1064682
547,38.69771957
549,31.57831001
550,46.5135498
551,40.93461227
552,36.57403564
553,22.67314911
554,33.75107956
555,49.43193817
556,62.26308441
557,27.34956741
558,32.81332397
559,43.09043503
562,42.33600998
563,45.93180466
564,25.98075485
565,36.99766159
566,48.34614563
568,27.53407288
569,36.65114594
570,44.11070251
571,42.48457336
572,79.51222992
573,36.4398613
574,20.68190956
575,54.77689362
576,23.5996666
577,33.61086655
578,60.12631989
579,41.26877213
580,129.9692078
581,37.54976273
582,70.84355927
583,37.21904373
585,42.65949249
586,68.17168427
588,39.71011734
590,68.16661835
592,36.06785965
594,44.50951767
595,25.28715706
596,30.04632568
597,33.06547546
598,35.37461472
599,28.53251839
600,32.66098404
601,25.41128731
602,22.62599945
603,43.49756622
604,30.90671349
605,55.21809387
606,50.51929474
607,99.73916626
608,30.98147583
609,22.41149902
610,38.57239151
611,68.4630661
612,40.5676918
613,26.47366333
614,32.76229095
615,37.58263397
616,42.16917038
617,25.47980499
618,46.85434341
619,29.18272018
620,54.92660141
621,24.92278099
622,33.165802
623,42.98437881
625,42.72205353
626,41.21537018
628,63.12609482
629,38.30273438
630,43.71953583
631,37.24077225
632,28.46574211
633,29.50045586
634,29.54683304
636,22.45571327
637,36.71981049
639,22.38778305
640,30.35630608
641,29.51150322
642,39.4336853
643,25.89519501
645,23.59088516
646,34.92644501
647,25.84665108
648,34.62217712
651,46.91418457
653,42.21487808
654,38.11709213
656,63.13711548
657,31.18953514
658,47.25786209
660,48.58659363
661,48.05243301
663,82.24658966
665,25.9252224
666,25.07198334
667,56.7554512
669,118.9951553
670,46.99079514
671,43.4709053
674,46.72252655
675,23.61771965
676,43.67487717
677,35.43325424
678,38.76517487
679,43.24655151
681,38.6750145
683,29.32210732
685,22.14790916
687,32.74095154
690,19.71927643
691,28.81161499
693,31.901968
694,34.02793503
695,36.39728546
696,57.79933167
697,17.06698418
699,39.32421112
700,23.54310417
701,106.6235275
702,47.50153732
703,45.10951614
704,38.3986969
705,17.76205063
706,51.11683655
707,23.58762741
708,26.49187469
709,44.96303177
710,31.00302505
712,35.55738831
713,30.92635536
714,22.94116974
715,37.1606369
716,36.51428986
717,41.75551224
718,26.67140198
719,19.42079353
720,36.64400101
721,35.75242233
722,23.62972832
723,25.6664238
724,22.12210846
725,29.42897415
726,29.79005241
727,22.86083412
728,28.13311195
729,16.27535629
730,12.16360092
732,22.07064056
733,31.09703636
737,15.35777664
739,14.11366749
740,18.18634605
741,21.37318993
742,12.87067127
743,14.46568871
744,19.95508003
746,21.87129593
747,15.92430973
748,22.47976112
751,18.00669861
752,11.92233086
754,19.21192169
758,15.24174023
759,20.68058777
760,19.55587959
761,30.95316696
762,26.74302673
763,18.95373344
764,18.4572525
765,30.98985672
766,30.88570023
767,25.51452827
769,19.80696487
770,13.05887508
771,16.54411697
772,13.8488903
773,27.1502552
774,14.89048672
775,21.08886528
777,15.85501862
778,7.783361435
779,14.79604816
780,26.11759758
786,20.03715134
788,19.18331909
789,15.89893436
790,18.44681931
791,15.01426411
792,13.33450317
793,18.94394302
794,10.95006371
795,20.51177025
796,30.87086296
797,10.15324402
798,14.37593365
799,16.72685242
800,19.84400177
801,18.57809639
802,24.99136162
803,9.237630844
804,8.295749664
806,15.42671585
807,15.92372704
808,14.37285137
810,12.13112736
812,24.60638618
813,20.2921524
814,20.66088867
815,15.7674942
816,14.53734207
818,14.91768932
819,16.63259125
820,14.76470375
821,13.19459534
822,28.42591476
823,18.55643272
824,19.40466881
825,42.12033081
826,37.80977631
827,33.44479752
828,8.375473022
829,31.51992798
831,11.28583622
832,53.4922142
833,11.87448406
834,30.80044556
835,36.60455704
836,18.07649803
837,37.64801407
838,27.01659966
839,20.97368622
840,55.20093536
841,14.38037491
842,24.94410515
843,33.24896622
844,19.31604958
846,16.91605568
847,12.41339588
848,9.380220413
850,13.31531525
851,15.15911007
852,15.9453001
853,9.839829445
855,12.63662338
856,15.41205978
857,18.6312294
858,17.16044617
859,15.55633736
860,189.4671326
861,13.65193367
863,12.8202219
865,11.77165031
866,15.79584217
867,20.83582687
870,12.379632
874,9.920464516
875,7.103037357
876,10.96789932
877,13.91586304
878,5.539645195
879,5.100521088
880,9.495282173
881,12.57353401
884,10.66475296
885,29.273592
886,62.83834076
887,12.45842552
889,15.4159565
890,14.14066696
891,10.13100719
893,18.71851158
894,22.66655159
895,10.82147884
896,82.78894806
897,5.840986729
898,8.459479332
899,7.95663023
900,9.145833015
901,6.848827839
902,12.57314968
903,13.20295525
904,7.422528267
905,17.60748482
906,8.257258415
907,18.4272995
908,11.29360771
911,12.26827335
912,14.9575634
914,13.11266041
915,13.33130741
916,10.10992622
917,19.16410828
918,11.92391491
919,13.21527958
920,21.04261589
921,15.83933163
922,17.63875961
923,24.96382141
924,11.11810207
926,11.33838558
927,10.94405365
928,19.24057007
929,10.85432148
930,21.27085495
931,8.062815666
932,13.34148598
933,16.56375313
934,12.22916508
935,30.23832703
936,11.42596436
937,23.06357956
938,7.534164906
939,29.9991436
940,11.44544792
941,9.174106598
942,23.64308929
943,8.908053398
944,16.00778198
945,7.92556715
947,12.37821293
949,17.77901077
951,20.96030807
954,8.604808807
955,9.081871986
956,11.79798508
957,36.20742798
958,9.944883347
959,24.45637512
960,8.580832481
961,13.55722618
962,22.32519531
963,6.154504776
964,15.23435497
965,6.526059151
966,6.367450714
969,6.18000412
970,4.995592594
971,4.063570976
973,6.881741047
974,5.565189362
975,15.8564043
976,3.716570854
977,8.574957848
978,5.913491249
979,5.074257374
980,8.973195076
981,3.693251133
983,4.849422455
984,4.612085342
985,9.191113472
986,5.575563431
987,2.816262245
989,6.572425365
990,5.087285995
991,7.019853115
992,4.269605637
993,4.166012764
994,6.454956055
995,2.814684391
996,8.412701607
997,2.556594133
998,3.19721055
999,3.594645023
1000,4.778610229
1001,2.994639158
1002,2.215420008
1004,3.67705822
1005,4.453826904
1006,2.980302811
1007,4.857480526
1008,3.857609749
1009,3.13005805
1010,2.788117886
1011,3.318457603
1014,2.634028673
1015,5.657837391
1017,4.028026104
1018,4.371769428
1019,1.678884506
1020,4.408333778
1021,1.513946176
1022,4.966669083
1024,2.437122345
1025,4.056581974
1026,3.579042673
1027,2.58808732
1028,3.646213531
1029,3.71205759
1030,2.625753164
1031,1.482986093
1033,2.128786802
1034,1.622624993
1035,2.055778265
1036,2.738629341
1037,2.058375597
1038,2.868936777
1039,1.57206893
1040,2.171642065
1041,1.964035511
1042,2.020154715
1044,3.019373894
1045,1.604619265
1046,1.713029742
1047,1.84698391
1048,1.742068887
1049,1.687611341
1050,1.953576565
1051,1.98853898
1052,2.514909506
1053,1.56748271
1054,2.112703562
1055,4.323913097
1057,4.608754158
1059,2.57758069
1060,3.797019243
1061,2.504945278
1062,5.415146351
1063,3.309333563
1064,3.780825377
1066,2.499518394
1067,5.150077343
1068,1.416551948
1069,4.449753284
1070,3.096803665
1071,1.438137174
1073,1.244799018
1075,3.658411026
1076,1.020898342
1078,4.729301929
1079,1.023455262
1080,7.435421944
1083,3.727289438
1084,2.828899622
1085,7.552080631
1086,1.735406399
1087,5.636620998
1088,2.514210224
1089,2.789070606
1090,4.796498299
1091,2.893353224
1092,3.087838173
1093,12.50892925
1094,1.470505953
1095,6.164474487
1097,3.126892328
1098,3.926839352
1100,3.936338186
1101,1.201351166
1102,1.380393386
1103,1.787771583
1105,1.446402788
1106,1.320652723
1107,1.359761238
1108,1.91173327
1110,2.373966217
1112,2.634442806
1114,0.866141558
1115,1.989337683
1116,0.943651199
1117,15.23904514
1118,1.203398585
1122,12.63780499
1123,12.40827465
1124,5.453101158
1125,1.116945028
1126,3.908055305
1128,1.571722984
1129,2.217914343
1130,5.084467888
1131,3.694766998
1132,2.881528139
1133,2.91627264
1134,2.831828594
1135,7.952243805
1136,1.18169415
1137,1.126933932
1139,0.769582272
1140,2.569745302
1141,1.643003464
1142,1.267107844
1143,17.37467384
1144,1.452155948
1145,2.799952984
1146,3.158005238
1147,1.52535367
1148,3.059660673
1149,2.638082981
1150,1.645170212
1151,3.177986622
1152,1.194247961
1153,14.61482716
1154,1.865982413
1155,2.356310368
1157,1.701482058
1158,2.076951027
1159,3.41846776
1160,1.314069629
1161,2.653642893
1162,1.43832469
1163,1.022146702
1164,2.046414614
1165,1.792657018
1166,2.57638669
1167,1.146340013
1168,0.752961159
1170,1.236058712
1171,1.271321893
1172,0.886971176
1173,1.636647224
1175,1.502947569
1176,1.064008832
1177,1.331817269
1178,1.38031292
1179,1.541211724
1180,1.031939268
1182,0.999240696
1183,0.462726653
1185,0.653064489
1186,0.949746847
1187,0.668551624
1188,0.507906318
1189,0.445477515
1190,0.451001644
1192,0.695947409
1194,0.462620229
1197,0.542534113
1198,0.463703722
1199,0.395220309
1200,1.533123016
1202,0.557228923
1203,0.958903968
1204,1.016910315
1206,0.945400715
1207,2.557067633
1208,4.969621181
1209,1.335072398
1211,2.226345778
1212,2.873216629
1213,4.84706068
1214,14.64259624
1215,9.239982605
1216,7.199234009
1217,1.231885314
1218,9.107884407
1219,0.969855845
1220,4.099236965
1221,2.201089144
1222,0.993415833
1224,9.65402317
1226,5.67023325
1227,0.925424755
1229,2.859944344
1230,0.898012519
1231,2.15527153
1232,3.10160017
1233,0.690267265
1234,3.402811527
1235,1.233222008
1236,0.932447851
1237,2.96344471
1238,0.812676787
1239,2.004610538
1240,2.760269642
1242,4.157989502
1243,1.967555761
1244,1.417579055
1245,3.609921932
1246,0.52721858
1247,2.788189411
1249,0.882068992
1251,2.261836529
1252,1.008992672
1254,2.014690876
1255,1.427491665
1257,6.134593964
1258,5.807252407
1259,5.751454353
1260,1.097305775
1262,1.511969209
1263,1.22481823
1264,2.240875959
1266,1.138619781
1267,4.075745583
1268,0.867722511
1269,3.797620773
1271,1.322147846
1272,3.283758163
1274,1.682395577
1276,0.719732523
1277,1.086351395
1278,1.079736829
1279,1.843412638
1280,2.338431835
1281,0.644076467
1282,0.550333023
1284,0.334125459
1286,0.3449561
1287,0.648997664
1288,1.533079267
1289,0.753486931
1290,0.288665533
1291,1.176272511
1292,3.722817659
1293,0.654852211
1294,0.521498501
1295,0.965855479
1297,0.28938967
1298,0.581602931
1299,0.678698719
1300,1.090467095
1303,0.488472342
1304,0.401900947
1305,1.579684377
1306,2.178255558
1307,2.250316381
1309,1.186671734
1310,1.863031864
1311,1.959956646
1312,1.094383597
1313,3.668206692
1318,2.314776897
1319,1.158834577
1320,1.817420721
1321,5.761662483
1322,1.214563727
1323,2.123025417
1324,4.23011446
1325,11.83145332
1326,3.587691307
1327,2.962135792
1328,3.035171986
1329,1.69194603
1330,3.210089207
1331,3.075700283
1332,1.219778299
1333,2.922822714
1334,1.08289063
1335,1.641580343
1336,3.054396152
1337,1.060165167
1338,2.776694059
1339,1.287687302
1340,4.603345871
1341,1.99976325
1343,17.29872131
1345,0.949435174
1346,4.769977093
1347,2.62835741
1348,1.946619153
1349,3.971766233
1351,1.258062601
1353,1.309832692
1354,0.843340695
1355,2.012157917
1356,0.978702128
1358,1.178667903
1359,2.302025557
1360,1.704738617
1361,0.935025811
1362,0.422254086
1365,0.585457206
1366,0.587011635
1369,0.879260361
1370,0.445388466
1371,0.596734226
1374,0.724592805
1375,0.736293435
1377,0.237751186
1378,0.406166255
1379,0.309225231
1380,0.222159669
1381,1.219421506
1382,0.168912649
1383,0.215858549
1384,0.307256699
1385,0.241220906
1386,0.355200112
1388,0.290353507
1389,0.704518735
1390,0.421426207
1392,0.394444346
1393,0.464859396
1394,0.741409659
1395,0.35409987
1396,0.339856923
1397,0.233984411
1398,0.176839218
1399,1.20968616
1400,0.172587425
1401,0.297697663
1402,0.334905922
1404,0.26223278
1405,2.008764267
1406,0.704443097
1407,0.716982424
1408,2.400398493
1409,1.10437572
1410,1.525880814
1411,1.587414861
1412,0.635930836
1413,1.124761105
1414,1.101146698
1415,0.27701962
1416,0.816867411
1417,0.451129854
1419,0.709459662
1420,0.410306573
1421,0.317951083
1422,0.477701783
1423,0.302942723
1424,0.37640065
1425,5.385489941
1429,0.38580665
1431,0.427381814
1432,0.367377847
1434,0.317481846
1435,0.456018209
1436,0.348143071
1437,0.491222084
1438,0.363802016
1440,0.357168555
1441,0.29066959
1442,0.261681527
1443,0.21885936
1444,0.291762501
1445,0.150939047
1446,0.280577928
1447,0.325860411
1448,0.384239435
1449,0.273739696
1450,0.373682261
1451,0.166740179
1452,0.117245115
1453,0.36214608
1454,0.314621925
1455,1.427795649
1456,15.34139729
1457,0.928183556
1458,0.590210617
1459,0.882555962
1461,1.310680628
1462,0.90593642
1463,1.170182467
1465,1.015610099
1466,0.909367621
1467,0.900002897
1468,0.845453024
1469,0.70934999
1470,0.778506994
1472,0.30983308
1474,0.783943951
1476,0.512734532
1477,0.609399796
1479,0.605523765
1480,0.349964529
1481,0.569081485
1482,0.408760279
1483,0.335866928
1484,0.376066267
1486,0.533091664
1487,0.606396675
1488,0.620908558
1489,0.448000222
1490,0.670224845
1491,0.379965782
1492,0.374069124
1493,0.602505684
1494,0.363284469
1495,0.376084924
1497,0.301502883
1498,0.399539143
1499,0.485715479
